cola_p1,cola_p2,dist_p1,dist_p2,clima_severidad,desgaste_motor,pendiente_p1,pendiente_p2,tiempo_giro_p1,tiempo_giro_p2,decision_optima,eta_minutos
12,20,5.0,12.0,0.15415604962534146,0.3677775931154158,18.0,5.0,116,78,Pala 1,48.1
20,23,5.0,12.0,0.4531734118938824,0.7352960480205113,18.0,5.0,117,136,Pala 1,75.8
25,24,5.0,12.0,0.873907238785167,0.6035007956750501,18.0,5.0,66,125,Pala 1,92.9
49,46,5.0,12.0,0.5705528549499722,0.6536294323173154,18.0,5.0,152,151,Pala 2,145.7
44,42,5.0,12.0,0.8783356058875871,0.21058389408264444,18.0,5.0,93,124,Pala 2,133.8
20,18,5.0,12.0,0.1958721850791374,0.32550216532688936,18.0,5.0,148,60,Pala 1,70.6
17,28,5.0,12.0,0.166973873672554,0.021165447612074284,18.0,5.0,179,154,Pala 1,62.8
36,9,5.0,12.0,0.5755771256984202,0.10837470729316989,18.0,5.0,153,105,Pala 2,55.7
44,11,5.0,12.0,0.46332890154627304,0.26505423198888733,18.0,5.0,65,155,Pala 2,56.1
31,32,5.0,12.0,0.6601726416469569,0.06546372130202105,18.0,5.0,75,175,Pala 1,99.4
35,6,5.0,12.0,0.7946267910267816,0.6026324003547024,18.0,5.0,51,117,Pala 2,45.9
16,16,5.0,12.0,0.7513072956521765,0.9981301159238253,18.0,5.0,64,65,Pala 2,73.5
34,9,5.0,12.0,0.9422611736585611,0.10081521406538851,18.0,5.0,142,32,Pala 2,49.6
48,30,5.0,12.0,0.39825640915701155,0.8212302126692651,18.0,5.0,62,59,Pala 2,104.8
10,5,5.0,12.0,0.20638674224818077,0.11881624726514717,18.0,5.0,170,74,Pala 1,38.5
20,16,5.0,12.0,0.5509126399478858,0.6699140187964361,18.0,5.0,85,142,Pala 2,70.2
25,49,5.0,12.0,0.1107431201911856,0.6431576030590171,18.0,5.0,96,151,Pala 1,80.3
3,36,5.0,12.0,0.28885112333163143,0.9027169348111993,18.0,5.0,42,48,Pala 1,33.1
33,17,5.0,12.0,0.20788805526314447,0.11394561368051237,18.0,5.0,79,162,Pala 2,72.9
47,25,5.0,12.0,0.3965637167970809,0.3154444660818978,18.0,5.0,57,85,Pala 2,88.1
17,48,5.0,12.0,0.11121657500221538,0.09077976035468571,18.0,5.0,133,102,Pala 1,57.8
39,15,5.0,12.0,0.03184174454809785,0.4073833258044338,18.0,5.0,127,132,Pala 2,66.5
34,7,5.0,12.0,0.6567940046300318,0.9115931735574448,18.0,5.0,125,55,Pala 2,44.4
40,23,5.0,12.0,0.6102489782898048,0.7815231510618561,18.0,5.0,116,162,Pala 2,88.2
28,12,5.0,12.0,0.7083589360386612,0.7229001004453192,18.0,5.0,117,117,Pala 2,59.7
28,28,5.0,12.0,0.660386440271344,0.533027504862702,18.0,5.0,154,53,Pala 1,93.3
37,31,5.0,12.0,0.1142946811423835,0.8834857423355229,18.0,5.0,110,114,Pala 2,106.3
41,23,5.0,12.0,0.2910788813756463,0.44944179824132835,18.0,5.0,36,51,Pala 2,86.3
20,15,5.0,12.0,0.12952660990035236,0.14968566710063824,18.0,5.0,103,131,Pala 1,61.6
41,10,5.0,12.0,0.8429724020485632,0.8375852231207792,18.0,5.0,112,179,Pala 2,58.6
12,31,5.0,12.0,0.7469036553555233,0.27963832805172684,18.0,5.0,53,86,Pala 1,55.3
48,5,5.0,12.0,0.20152700291824244,0.05363354102444806,18.0,5.0,166,142,Pala 2,36.4
40,34,5.0,12.0,0.3413092404898934,0.12603803066879138,18.0,5.0,143,76,Pala 2,113.4
16,32,5.0,12.0,0.9666149922642142,0.6090589161941482,18.0,5.0,44,118,Pala 1,71.8
8,17,5.0,12.0,0.5941593578796515,0.6070819639211725,18.0,5.0,142,120,Pala 1,49.5
40,36,5.0,12.0,0.8011555973011573,0.2601831710820345,18.0,5.0,151,171,Pala 2,122.5
0,12,5.0,12.0,0.26459103476872914,0.7271801479459791,18.0,5.0,115,33,Pala 1,26.4
1,9,5.0,12.0,0.2100529201793052,0.7736401553995343,18.0,5.0,174,34,Pala 1,26.3
47,36,5.0,12.0,0.7839169288465484,0.9205026261336182,18.0,5.0,48,73,Pala 2,121.3
28,25,5.0,12.0,0.6858724552314401,0.584937498678237,18.0,5.0,38,120,Pala 2,90.1
32,45,5.0,12.0,0.6809779292117637,0.7794233641475729,18.0,5.0,93,53,Pala 1,110.4
9,16,5.0,12.0,0.5526345818291939,0.7530996797716337,18.0,5.0,67,57,Pala 1,48.8
49,0,5.0,12.0,0.5635783427765488,0.2578090484671929,18.0,5.0,165,157,Pala 2,31.4
39,24,5.0,12.0,0.7356975053062538,0.31022592793765935,18.0,5.0,163,34,Pala 2,88.2
20,33,5.0,12.0,0.2700024811211953,0.47848239575287144,18.0,5.0,131,42,Pala 1,64.2
27,38,5.0,12.0,0.35276846585695576,0.019038967529248496,18.0,5.0,178,84,Pala 1,84.0
10,9,5.0,12.0,0.8716367705200551,0.29739777315772353,18.0,5.0,122,59,Pala 2,50.4
33,19,5.0,12.0,0.30886520101215775,0.47388287334423795,18.0,5.0,63,131,Pala 2,77.2
7,6,5.0,12.0,0.546309571379299,0.10806929528114373,18.0,5.0,169,112,Pala 1,42.3
21,15,5.0,12.0,0.7026394640066841,0.12627588777512544,18.0,5.0,68,142,Pala 2,66.5
7,36,5.0,12.0,0.9999248268331765,0.46323673573734114,18.0,5.0,125,111,Pala 1,50.2
48,28,5.0,12.0,0.43529133149533195,0.7309650315859312,18.0,5.0,35,119,Pala 2,98.3
14,11,5.0,12.0,0.4280928766249438,0.8337489309206831,18.0,5.0,110,44,Pala 2,55.7
16,16,5.0,12.0,0.8425883794336675,0.5463138975047486,18.0,5.0,61,59,Pala 1,67.0
22,47,5.0,12.0,0.8055031112598633,0.4747489875467311,18.0,5.0,165,57,Pala 1,84.2
23,19,5.0,12.0,0.7310758817345485,0.3842805684597552,18.0,5.0,176,161,Pala 2,79.9
44,25,5.0,12.0,0.4632296374090289,0.19294899243760621,18.0,5.0,38,97,Pala 2,88.4
18,47,5.0,12.0,0.3239391201607158,0.1465620028143647,18.0,5.0,91,130,Pala 1,61.9
4,18,5.0,12.0,0.6087304825848486,0.7918964516618081,18.0,5.0,143,172,Pala 1,38.0
31,46,5.0,12.0,0.8762232931316409,0.4650066322123362,18.0,5.0,48,63,Pala 1,104.0
43,11,5.0,12.0,0.8837774582085866,0.7903202454797547,18.0,5.0,62,128,Pala 2,58.6
0,20,5.0,12.0,0.10849834507043843,0.7040830359006297,18.0,5.0,93,90,Pala 1,22.0
22,41,5.0,12.0,0.42835028381315066,0.19389591438337883,18.0,5.0,55,31,Pala 1,78.6
36,33,5.0,12.0,0.46472195619874945,0.5103072642112257,18.0,5.0,30,147,Pala 1,107.5
7,6,5.0,12.0,0.9776153675237532,0.4440166304226807,18.0,5.0,106,81,Pala 2,44.8
12,44,5.0,12.0,0.6779980152425845,0.42387350609069674,18.0,5.0,132,81,Pala 1,57.2
7,34,5.0,12.0,0.40724641726207056,0.5425710492038138,18.0,5.0,125,44,Pala 1,37.3
22,14,5.0,12.0,0.026057885985593,0.9820819010754379,18.0,5.0,105,57,Pala 2,59.8
42,0,5.0,12.0,0.5653851600991959,0.8129005976707453,18.0,5.0,62,125,Pala 2,29.7
0,25,5.0,12.0,0.09607597563835613,0.9037124316303916,18.0,5.0,111,127,Pala 1,23.9
44,34,5.0,12.0,0.8344499573477631,0.029639583176037543,18.0,5.0,98,84,Pala 2,112.9
23,24,5.0,12.0,0.7525186605703621,0.14033636679250594,18.0,5.0,112,51,Pala 1,83.5
34,41,5.0,12.0,0.46050915990817876,0.0847636602245635,18.0,5.0,135,101,Pala 1,105.1
23,14,5.0,12.0,0.4292107795416997,0.26323100506527664,18.0,5.0,131,169,Pala 2,64.8
16,21,5.0,12.0,0.8973389655687687,0.4418924919666505,18.0,5.0,143,67,Pala 1,66.7
4,5,5.0,12.0,0.2884583504181284,0.6420532476558896,18.0,5.0,172,149,Pala 1,34.8
19,14,5.0,12.0,0.2490199621067708,0.500831266286602,18.0,5.0,75,31,Pala 2,63.4
20,23,5.0,12.0,0.9391974328257621,0.9031839149131398,18.0,5.0,149,169,Pala 1,82.7
39,20,5.0,12.0,0.8092458367534826,0.9398559588938638,18.0,5.0,77,155,Pala 2,79.9
30,6,5.0,12.0,0.8206255930671946,0.1635209511974589,18.0,5.0,97,169,Pala 2,43.0
45,28,5.0,12.0,0.19519381427592553,0.852912920264785,18.0,5.0,112,138,Pala 2,96.0
35,31,5.0,12.0,0.1432959914309344,0.481722204013301,18.0,5.0,114,38,Pala 1,104.4
10,31,5.0,12.0,0.0260295498171349,0.4533294713173843,18.0,5.0,155,61,Pala 1,45.6
14,4,5.0,12.0,0.23704150891868003,0.7849393484845681,18.0,5.0,150,102,Pala 2,40.2
18,3,5.0,12.0,0.7741904917143247,0.09314050904487658,18.0,5.0,158,165,Pala 2,38.5
6,21,5.0,12.0,0.24003841876414977,0.8824931274191465,18.0,5.0,49,145,Pala 1,38.6
27,17,5.0,12.0,0.7291032835948762,0.6708633545476147,18.0,5.0,179,111,Pala 2,73.5
42,34,5.0,12.0,0.2519082653674215,0.8752616076579979,18.0,5.0,94,136,Pala 2,110.4
4,16,5.0,12.0,0.3952924979506717,0.9944775777076228,18.0,5.0,172,65,Pala 1,40.5
4,49,5.0,12.0,0.9831622899114084,0.5180044523572533,18.0,5.0,90,146,Pala 1,39.0
29,49,5.0,12.0,0.24481173128413558,0.09326219790892898,18.0,5.0,108,61,Pala 1,89.7
31,23,5.0,12.0,0.37637062729826765,0.1665238629308865,18.0,5.0,43,78,Pala 2,84.5
7,1,5.0,12.0,0.30108718046521366,0.32361824255430993,18.0,5.0,98,175,Pala 2,30.6
9,12,5.0,12.0,0.10962498633000228,0.10355294213470956,18.0,5.0,151,52,Pala 1,37.1
37,14,5.0,12.0,0.48989414213082494,0.8153418261377698,18.0,5.0,78,62,Pala 2,61.7
46,4,5.0,12.0,0.3786906633330023,0.29686785103276847,18.0,5.0,163,141,Pala 2,37.4
31,2,5.0,12.0,0.6948870858072801,0.9758861880198653,18.0,5.0,145,33,Pala 2,36.9
47,36,5.0,12.0,0.8175945469515462,0.7025914319318557,18.0,5.0,119,109,Pala 2,119.1
27,36,5.0,12.0,0.5442497144956385,0.17343037025555763,18.0,5.0,118,154,Pala 1,90.1
16,36,5.0,12.0,0.03219642208733686,0.4760426469439403,18.0,5.0,146,31,Pala 1,56.1
30,2,5.0,12.0,0.6189223562347216,0.4668842216333211,18.0,5.0,151,74,Pala 2,30.7
7,34,5.0,12.0,0.055390730020939194,0.49251165833363386,18.0,5.0,44,117,Pala 1,31.1
39,22,5.0,12.0,0.6163563235990249,0.5356911706429356,18.0,5.0,36,144,Pala 2,88.1
24,27,5.0,12.0,0.6850299492691885,0.03117308231773086,18.0,5.0,83,159,Pala 1,77.9
8,29,5.0,12.0,0.19776762761751843,0.6863011257436235,18.0,5.0,33,30,Pala 1,38.2
1,17,5.0,12.0,0.819346148721771,0.48719177528844326,18.0,5.0,30,47,Pala 1,27.6
14,35,5.0,12.0,0.9110851315740486,0.790965398868699,18.0,5.0,134,38,Pala 1,66.9
49,32,5.0,12.0,0.8130869641138196,0.8153495732604306,18.0,5.0,95,84,Pala 2,106.5
2,25,5.0,12.0,0.30510919021208216,0.23053512199171744,18.0,5.0,110,96,Pala 1,23.0
48,47,5.0,12.0,0.5866430124456344,0.0484229464267778,18.0,5.0,167,53,Pala 1,141.5
35,39,5.0,12.0,0.9148151491912277,0.7032338561123226,18.0,5.0,97,150,Pala 1,117.6
3,16,5.0,12.0,0.3206647262228499,0.9777627884638743,18.0,5.0,131,40,Pala 1,34.0
13,39,5.0,12.0,0.820027822265425,0.44665798658090106,18.0,5.0,80,45,Pala 1,60.7
40,6,5.0,12.0,0.009475131261696523,0.2596128095935958,18.0,5.0,59,122,Pala 2,42.7
40,7,5.0,12.0,0.00364670278467627,0.15667189458348096,18.0,5.0,68,134,Pala 2,46.7
24,30,5.0,12.0,0.7597116603389674,0.28744559739058506,18.0,5.0,167,41,Pala 1,84.4
49,11,5.0,12.0,0.7614475821271212,0.3279195513714498,18.0,5.0,92,150,Pala 2,54.1
9,47,5.0,12.0,0.7889771878522938,0.4238747434344645,18.0,5.0,90,119,Pala 1,45.0
20,30,5.0,12.0,0.9300268378881623,0.6554071232145865,18.0,5.0,94,161,Pala 1,84.2
35,43,5.0,12.0,0.11790631182028422,0.27316305608022706,18.0,5.0,110,104,Pala 1,104.4
11,18,5.0,12.0,0.23198498498368836,0.05097676346867597,18.0,5.0,41,95,Pala 1,43.6
26,9,5.0,12.0,0.9037249203738076,0.3732786115727196,18.0,5.0,153,60,Pala 2,52.1
39,38,5.0,12.0,0.17723619777235344,0.8556296161590757,18.0,5.0,31,118,Pala 1,115.7
1,11,5.0,12.0,0.682229267576584,0.4983515108518838,18.0,5.0,102,127,Pala 1,26.7
12,19,5.0,12.0,0.5304630000408154,0.9647837577454098,18.0,5.0,105,158,Pala 1,57.6
31,36,5.0,12.0,0.08319367685150725,0.5036215310887318,18.0,5.0,54,68,Pala 1,95.4
30,47,5.0,12.0,0.28526366194153285,0.2758988169218478,18.0,5.0,147,124,Pala 1,94.3
15,40,5.0,12.0,0.5203722164409679,0.19331399724521459,18.0,5.0,137,169,Pala 1,59.2
31,6,5.0,12.0,0.8523501166838341,0.6945244967855764,18.0,5.0,128,90,Pala 2,46.9
31,13,5.0,12.0,0.7075384896146737,0.5363812857774364,18.0,5.0,51,101,Pala 2,61.8
33,10,5.0,12.0,0.621883161454933,0.6039989289954415,18.0,5.0,85,168,Pala 2,59.0
10,6,5.0,12.0,0.4960328899414148,0.7551267893341311,18.0,5.0,178,138,Pala 2,44.8
9,28,5.0,12.0,0.2986839838141343,0.7259034642648929,18.0,5.0,84,43,Pala 1,49.6
14,9,5.0,12.0,0.11924491131926118,0.04336330016822698,18.0,5.0,69,165,Pala 1,46.9
16,28,5.0,12.0,0.40907603456609554,0.8025719052950282,18.0,5.0,179,161,Pala 1,64.5
39,8,5.0,12.0,0.028518493911292575,0.5327033070517114,18.0,5.0,150,142,Pala 2,47.8
17,35,5.0,12.0,0.2110558892668506,0.39170853081477264,18.0,5.0,33,59,Pala 1,60.5
8,47,5.0,12.0,0.43248337587265984,0.5375194262680704,18.0,5.0,55,113,Pala 1,40.6
24,9,5.0,12.0,0.41860518567191507,0.612451448457325,18.0,5.0,141,123,Pala 2,51.7
39,18,5.0,12.0,0.0442954309969924,0.14950630987379698,18.0,5.0,142,120,Pala 2,68.9
13,30,5.0,12.0,0.5890601535252913,0.417415395326445,18.0,5.0,52,118,Pala 1,56.3
24,16,5.0,12.0,0.5496842558532362,0.3355862101881838,18.0,5.0,87,83,Pala 2,68.3
49,8,5.0,12.0,0.07810430402091284,0.3504089448180384,18.0,5.0,37,163,Pala 2,50.0
21,44,5.0,12.0,0.9431630524604393,0.09133493840730822,18.0,5.0,145,34,Pala 1,81.5
29,32,5.0,12.0,0.09938277895086012,0.1598434880002304,18.0,5.0,80,80,Pala 1,86.4
19,33,5.0,12.0,0.8548341512373361,0.16183206758622137,18.0,5.0,30,171,Pala 1,72.5
20,44,5.0,12.0,0.00030973191500593966,0.3732247432216478,18.0,5.0,149,63,Pala 1,67.7
43,23,5.0,12.0,0.8822810950453831,0.8944915448747915,18.0,5.0,59,118,Pala 2,87.1
31,8,5.0,12.0,0.019719732204312557,0.20602737192094267,18.0,5.0,46,175,Pala 2,45.6
45,6,5.0,12.0,0.757812031892116,0.41619250767480453,18.0,5.0,131,49,Pala 2,45.9
48,15,5.0,12.0,0.36169081130025293,0.3116094152991379,18.0,5.0,151,136,Pala 2,66.6
20,18,5.0,12.0,0.7382168001363199,0.7873833125513381,18.0,5.0,115,165,Pala 2,74.2
34,38,5.0,12.0,0.4017452054249785,0.05012643232081615,18.0,5.0,98,55,Pala 1,102.0
31,5,5.0,12.0,0.07090792233184173,0.1965433955358904,18.0,5.0,118,114,Pala 2,39.7
29,49,5.0,12.0,0.7675066953953641,0.21064154235479438,18.0,5.0,100,71,Pala 1,97.3
38,10,5.0,12.0,0.07125268532136497,0.9929628003132313,18.0,5.0,87,110,Pala 2,54.1
48,11,5.0,12.0,0.922120435961218,0.5707750179663036,18.0,5.0,179,56,Pala 2,57.9
11,41,5.0,12.0,0.050974035791661376,0.13895826438351822,18.0,5.0,88,129,Pala 1,39.4
40,12,5.0,12.0,0.47932527777151546,0.27219913927656547,18.0,5.0,66,64,Pala 2,58.5
46,11,5.0,12.0,0.7230344308507957,0.16782209412292426,18.0,5.0,129,67,Pala 2,60.1
17,20,5.0,12.0,0.39324646479203773,0.12460456961944799,18.0,5.0,142,67,Pala 1,60.7
20,9,5.0,12.0,0.2172334745924347,0.7971820284078925,18.0,5.0,49,71,Pala 2,50.5
12,19,5.0,12.0,0.759090961396027,0.49575262866035485,18.0,5.0,46,86,Pala 1,54.0
20,49,5.0,12.0,0.7842947047887264,0.6312101368487814,18.0,5.0,33,129,Pala 1,79.5
7,35,5.0,12.0,0.9226949839543672,0.33125124699199604,18.0,5.0,79,83,Pala 1,46.8
45,27,5.0,12.0,0.3761651104310777,0.5536950860673294,18.0,5.0,111,167,Pala 2,95.0
39,23,5.0,12.0,0.5062517344973269,0.2575690325236971,18.0,5.0,79,69,Pala 2,83.3
45,4,5.0,12.0,0.36312844284607204,0.3080362749282348,18.0,5.0,45,158,Pala 2,39.2
6,36,5.0,12.0,0.2570818218513682,0.652237944366733,18.0,5.0,101,149,Pala 1,38.1
22,11,5.0,12.0,0.7510329615376086,0.15035012591923025,18.0,5.0,90,115,Pala 2,54.7
43,34,5.0,12.0,0.33965184501695544,0.6172218591674619,18.0,5.0,73,93,Pala 2,111.3
31,39,5.0,12.0,0.42814944199235205,0.8522348164231273,18.0,5.0,175,110,Pala 1,103.3
10,1,5.0,12.0,0.40367365762402785,0.12042322618076906,18.0,5.0,79,41,Pala 2,26.5
21,49,5.0,12.0,0.7126612256467458,0.897461280569979,18.0,5.0,109,118,Pala 1,80.2
21,40,5.0,12.0,0.9177956261106798,0.07944568029889498,18.0,5.0,59,55,Pala 1,76.7
42,44,5.0,12.0,0.6667560613073773,0.348909226955873,18.0,5.0,78,69,Pala 1,128.9
24,38,5.0,12.0,0.4715825960942326,0.6105093152379946,18.0,5.0,127,139,Pala 1,84.1
21,41,5.0,12.0,0.7792051147388834,0.5594147601185369,18.0,5.0,178,142,Pala 1,81.3
27,8,5.0,12.0,0.6409713241221375,0.09639107249443346,18.0,5.0,179,72,Pala 2,47.2
28,21,5.0,12.0,0.060610357117813485,0.7989131677858531,18.0,5.0,54,101,Pala 2,76.9
12,46,5.0,12.0,0.09566358641884165,0.9731532931452528,18.0,5.0,85,170,Pala 1,51.6
17,4,5.0,12.0,0.03791694407363333,0.1812282891837701,18.0,5.0,33,119,Pala 2,36.6
1,11,5.0,12.0,0.45681632620631984,0.8951309698154628,18.0,5.0,41,46,Pala 1,27.1
28,0,5.0,12.0,0.8258534343389649,0.5568094421117505,18.0,5.0,174,117,Pala 2,30.8
20,43,5.0,12.0,0.31308316935135205,0.9359337712453274,18.0,5.0,65,53,Pala 1,70.2
14,21,5.0,12.0,0.3841601830924817,0.1760859584167611,18.0,5.0,45,105,Pala 1,52.6
26,37,5.0,12.0,0.9094771083678906,0.7920213931794245,18.0,5.0,150,87,Pala 1,97.0
49,18,5.0,12.0,0.8369034453166548,0.05978157544533114,18.0,5.0,166,126,Pala 2,74.2
30,15,5.0,12.0,0.66504811238256,0.8831964468027265,18.0,5.0,107,80,Pala 2,65.4
14,30,5.0,12.0,0.2668037820922513,0.6741594221996337,18.0,5.0,84,117,Pala 1,55.0
22,2,5.0,12.0,0.1170414826884435,0.37025478392243005,18.0,5.0,102,121,Pala 2,34.0
23,22,5.0,12.0,0.016058822680113716,0.19046682349785016,18.0,5.0,93,140,Pala 1,72.1
43,41,5.0,12.0,0.10701067260442088,0.8165330985672048,18.0,5.0,119,130,Pala 1,129.6
12,17,5.0,12.0,0.29259644362394277,0.6032413213948116,18.0,5.0,167,42,Pala 1,52.4
21,25,5.0,12.0,0.5517900635794957,0.3604158529480014,18.0,5.0,118,176,Pala 1,79.3
42,12,5.0,12.0,0.06400008275238689,0.44383582480251627,18.0,5.0,33,35,Pala 2,54.3
36,17,5.0,12.0,0.136227778318449,0.8265426560723765,18.0,5.0,59,175,Pala 2,70.6
32,2,5.0,12.0,0.18108070230794104,0.3389271933568677,18.0,5.0,168,38,Pala 2,31.3
2,22,5.0,12.0,0.6319820929833062,0.0896326781099287,18.0,5.0,80,110,Pala 1,23.5
18,2,5.0,12.0,0.6157897989801244,0.9112821722034727,18.0,5.0,176,97,Pala 2,33.2
22,24,5.0,12.0,0.5507657263721529,0.3873437396580346,18.0,5.0,170,83,Pala 1,80.7
28,26,5.0,12.0,0.2505014246959396,0.3483875111152135,18.0,5.0,160,155,Pala 1,88.8
29,43,5.0,12.0,0.371119691218732,0.20439961887593938,18.0,5.0,141,79,Pala 1,93.2
38,26,5.0,12.0,0.09668971633774304,0.8974225712283456,18.0,5.0,107,99,Pala 2,92.1
43,38,5.0,12.0,0.22646060375805488,0.21750533368783387,18.0,5.0,56,168,Pala 1,122.5
46,24,5.0,12.0,0.8977052264725804,0.6366728680013837,18.0,5.0,117,147,Pala 2,91.4
24,23,5.0,12.0,0.9796917464358285,0.8807650116081029,18.0,5.0,167,119,Pala 2,88.9
36,7,5.0,12.0,0.6476595856402947,0.0349136146032174,18.0,5.0,147,168,Pala 2,45.6
46,8,5.0,12.0,0.9168232920234202,0.8287917053001957,18.0,5.0,36,101,Pala 2,52.1
7,45,5.0,12.0,0.6427419004014251,0.4105994216897745,18.0,5.0,144,96,Pala 1,42.0
41,36,5.0,12.0,0.03319648610546988,0.6579745752652119,18.0,5.0,121,159,Pala 2,120.0
15,29,5.0,12.0,0.996762584986409,0.37240456322555393,18.0,5.0,119,55,Pala 1,69.8
7,18,5.0,12.0,0.0989523016865349,0.6955162563474939,18.0,5.0,111,105,Pala 1,35.5
0,15,5.0,12.0,0.6826418014450607,0.25429491455769915,18.0,5.0,42,66,Pala 1,25.6
43,23,5.0,12.0,0.25283620307479004,0.021930542435396272,18.0,5.0,101,65,Pala 2,82.3
4,43,5.0,12.0,0.39198111290696014,0.9477875147879535,18.0,5.0,120,45,Pala 1,34.0
2,20,5.0,12.0,0.6459341848009382,0.016367764040082777,18.0,5.0,171,107,Pala 1,28.3
0,35,5.0,12.0,0.43648734930770705,0.8240992896335071,18.0,5.0,134,95,Pala 1,28.1
3,39,5.0,12.0,0.25054605893112825,0.1691375933224738,18.0,5.0,73,50,Pala 1,22.5
39,38,5.0,12.0,0.3344461868783247,0.3922202286020279,18.0,5.0,113,164,Pala 1,114.2
34,46,5.0,12.0,0.3415481169231763,0.8224923765060558,18.0,5.0,57,168,Pala 1,109.5
31,5,5.0,12.0,0.9593239045082137,0.20593215031234535,18.0,5.0,52,83,Pala 2,42.0
41,4,5.0,12.0,0.798613015923451,0.8657076055250358,18.0,5.0,41,122,Pala 2,40.6
33,13,5.0,12.0,0.4585487714794001,0.4977589391019014,18.0,5.0,80,87,Pala 2,61.6
42,44,5.0,12.0,0.19982092034136412,0.36615346271727656,18.0,5.0,137,66,Pala 1,125.7
24,41,5.0,12.0,0.811016110262656,0.6624377467363362,18.0,5.0,179,149,Pala 1,92.7
9,49,5.0,12.0,0.1571824716083735,0.3413897219809575,18.0,5.0,91,68,Pala 1,41.3
20,3,5.0,12.0,0.21046221714200342,0.347288358996357,18.0,5.0,55,133,Pala 2,41.0
45,7,5.0,12.0,0.36601339184015114,0.7335263909383032,18.0,5.0,87,97,Pala 2,46.5
38,23,5.0,12.0,0.8803481958519901,0.30983222453910786,18.0,5.0,172,97,Pala 2,85.3
26,10,5.0,12.0,0.13178666863411026,0.2007726483544251,18.0,5.0,97,133,Pala 2,51.8
26,16,5.0,12.0,0.12223419285452608,0.8076461279965721,18.0,5.0,35,89,Pala 2,71.5
1,49,5.0,12.0,0.493974988305266,0.8053710337272317,18.0,5.0,140,155,Pala 1,30.1
40,20,5.0,12.0,0.2764105410936747,0.4975857037068693,18.0,5.0,159,152,Pala 2,76.6
47,25,5.0,12.0,0.5687279416481599,0.5266556161629551,18.0,5.0,53,65,Pala 2,90.3
12,42,5.0,12.0,0.4516366846832235,0.6960766257676386,18.0,5.0,64,162,Pala 1,51.8
8,47,5.0,12.0,0.4349591063512168,0.5092742917624334,18.0,5.0,76,153,Pala 1,41.6
35,43,5.0,12.0,0.11197297048699328,0.4170399589692325,18.0,5.0,60,176,Pala 1,103.9
21,44,5.0,12.0,0.14104969024984015,0.9948941932967458,18.0,5.0,118,169,Pala 1,77.0
41,26,5.0,12.0,0.8210785774468501,0.14764042785255893,18.0,5.0,105,119,Pala 2,95.6
25,15,5.0,12.0,0.8858827375717444,0.5927279792398606,18.0,5.0,147,112,Pala 2,69.8
11,25,5.0,12.0,0.23468353288525023,0.8858630260756603,18.0,5.0,159,168,Pala 1,53.8
16,32,5.0,12.0,0.11346050152476905,0.6872150411811148,18.0,5.0,133,82,Pala 1,58.5
13,30,5.0,12.0,0.05341667193451061,0.8809232990882384,18.0,5.0,88,49,Pala 1,52.8
13,47,5.0,12.0,0.6082976137418968,0.3363347203546726,18.0,5.0,125,102,Pala 1,58.9
33,46,5.0,12.0,0.7153532125002056,0.2719929762602392,18.0,5.0,92,113,Pala 1,103.4
19,5,5.0,12.0,0.3728099892032055,0.8512723869021047,18.0,5.0,174,56,Pala 2,41.0
10,43,5.0,12.0,0.6796758674906396,0.39411457618546053,18.0,5.0,83,87,Pala 1,49.5
15,7,5.0,12.0,0.7129588155595261,0.7096823230573113,18.0,5.0,154,152,Pala 2,48.2
30,6,5.0,12.0,0.9353422813969053,0.14774857841411426,18.0,5.0,178,162,Pala 2,49.3
5,33,5.0,12.0,0.06487363783510725,0.7558381253766747,18.0,5.0,51,103,Pala 1,31.7
18,43,5.0,12.0,0.1922917232310798,0.5489826490248694,18.0,5.0,154,166,Pala 1,67.1
36,13,5.0,12.0,0.06852598759698814,0.2686116399104609,18.0,5.0,126,106,Pala 2,60.4
3,15,5.0,12.0,0.8679939333361105,0.49450396395890506,18.0,5.0,145,154,Pala 1,41.3
46,42,5.0,12.0,0.7925871600335685,0.6969436258397035,18.0,5.0,58,154,Pala 2,135.3
3,8,5.0,12.0,0.574642070621839,0.011886408847383678,18.0,5.0,178,61,Pala 1,28.0
19,9,5.0,12.0,0.08366341005118316,0.6374670588141295,18.0,5.0,31,56,Pala 2,49.6
9,16,5.0,12.0,0.2733123586537196,0.5415907782732744,18.0,5.0,71,47,Pala 1,44.2
23,11,5.0,12.0,0.2977198480585169,0.2202861677467326,18.0,5.0,81,116,Pala 2,53.6
34,5,5.0,12.0,0.5607431960154171,0.7529810739761967,18.0,5.0,67,134,Pala 2,39.8
25,18,5.0,12.0,0.25804389403671546,0.30346098463320115,18.0,5.0,160,70,Pala 2,73.0
36,42,5.0,12.0,0.07295986391295484,0.27686093154656477,18.0,5.0,106,63,Pala 1,107.4
37,40,5.0,12.0,0.7307623018532994,0.4712183489993227,18.0,5.0,172,36,Pala 1,122.0
20,28,5.0,12.0,0.2990802116554113,0.6761496784223647,18.0,5.0,134,34,Pala 1,72.0
39,5,5.0,12.0,0.4523741770233006,0.9288459758762544,18.0,5.0,39,50,Pala 2,40.6
38,24,5.0,12.0,0.12766663498230535,0.14135724313210396,18.0,5.0,149,163,Pala 2,84.8
20,23,5.0,12.0,0.8025483033945796,0.39646812075173365,18.0,5.0,156,149,Pala 1,77.7
9,24,5.0,12.0,0.5655318769240576,0.06698959251262993,18.0,5.0,143,135,Pala 1,45.0
